+----------------------------------+--------------------------------------------------------------+---------+----------+----------+----------------------------------------------------------+------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                     |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                             |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                           |
| *** ALSO ***                                                                                                                                                                                                                                                        |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                           |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                            |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                           |
+----------------------------------+--------------------------------------------------------------+---------+----------+----------+----------------------------------------------------------+------------------------------------------------------------------------+
| Mod name                         | Registry name                                                | Item ID | Meta/dmg | Subtypes | Display name                                             | Ore Dict keys                                                          |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_tome                                      |    6578 |        0 |     true | Living Armour Upgrade Tome                               |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
| Blood Magic: Alchemical Wizardry | bloodmagic:upgrade_trainer                                   |    6770 |        0 |     true | Living Armour Training Bracelet                          |                                                                        |
